id,site_id,title,seller_id,category_id,price,original_price,currency_id,initial_quantity,accepts_mercadopago,status,shipping_local_pick_up,shipping_free_shipping,seller_address_state,seller_address_country,warranty_time,warranty_type,brand,color,depth,diameter,functions,height,is_moisture_resistant,item_condition,manufacturer,model,ram_memory,operative_system,operative_systems_compatibility,with_integrated_voice_assistants,virtual_assistants,storage_capacity,voltage,weight,width,with_360_sound,with_bluetooth,with_camera,with_digital_display,with_recyclable_materials,with_wifi_connection,with_wifi
MLA1396000791,MLA,Amazon Fire Tv Stick 3ra Hd Alexa Voice Remote Original,1312428764,MLA352001,94502.0,,ARS,15,True,active,True,True,Córdoba,Argentina,6 meses,Garantía del vendedor,Amazon,,,,,,,Nuevo,,Fire TV Stick,1 GB,Fire OS 7,,,,8 GB,,,,,Sí,,,,,Sí
MLA1143409979,MLA,Amazon Fire Tv Stick Lite Full Hd Control Voz Smart Tv Hdmi,45059170,MLA352001,93499.0,,ARS,40,True,active,True,True,Buenos Aires,Argentina,6 meses,Garantía del vendedor,Amazon,,,,,13 mm,,Nuevo,,Fire TV Stick Lite,1 GB,Fire OS 7,,Sí,,8 GB,,32 g,30 mm,,Sí,,,,,Sí
MLA1881814332,MLA,"Amazon Fire Tv Stick Simplifica Tu Experiencia Televisiva Fire Tv Stick Fire Tv Stick De Tercera Generación, Tercera Generación, Tercera Generación, Voz Hd Voice, 8 Gb, Negro Con 2 Gb De Ram",1513101330,MLA352001,104500.0,,ARS,1,True,active,False,True,Capital Federal,Argentina,,Sin garantía,Amazon,Negro,,,,,,Nuevo,,Fire TV Stick,2 GB,Android,,,,8 GB,,,,,Sí,,,,,Sí
MLA1412833394,MLA,Amazon Fire Tv Stick 4k Last Version Cargador Orig. + Cuot.s,247639927,MLA352001,190397.76,,ARS,10,True,active,False,True,Buenos Aires,Argentina,3 meses,Garantía del vendedor,Amazon,,,,,30 mm,,Nuevo,,Fire TV Stick 4K,1.5 GB,Fire OS 6.2.7.7,,,,8 GB,,53.6 g,14 mm,,Sí,,,,,Sí
MLA1813187988,MLA,Amazon Lite Fire Tv Stick  2.ª Generación Hd 8gb 1gb Ram,1513101330,MLA352001,75000.0,,ARS,5,True,active,False,True,Capital Federal,Argentina,,Sin garantía,Amazon,,,,,13 mm,,Nuevo,,Fire TV Stick,1 GB,Fire OS 7,,Sí,,8 GB,,44 g,30 mm,,Sí,,,,,Sí
MLA1853940690,MLA,Amazon Fire Tv Stick 3ra Gen Alexa Control 2021 Streaming,1473628674,MLA352001,82199.0,,ARS,7,True,active,False,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Amazon,,,,,13 mm,,Nuevo,,Fire TV Stick Edición 2021,,Android,,Sí,,8 GB,,32 g,30 mm,,Sí,,,,,Sí
MLA1885593708,MLA,Amazon Fire Tv Stick De Voz 3gen Full Hd 8gb Negro Con 1gb D,222105390,MLA352001,82000.0,,ARS,1,True,active,False,True,Capital Federal,Argentina,,Sin garantía,Amazon,,,,,12.6 mm,,Nuevo,,Fire TV Stick,1 GB,Fire OS 7,,,,8 GB,,0.031 kg,30 mm,,Sí,,,,,Sí
MLA1438372841,MLA,"Firetv Stick 3 Lite Full Hd Con Control Remoto De Alexa Lite, Color Negro, Tipo Control Remoto Por Voz",245720805,MLA352001,88782.0,,ARS,3,True,active,True,True,Córdoba,Argentina,30 días,Garantía del vendedor,Amazon,Negro,,,,13 mm,,Nuevo,,Fire TV Stick Lite,1 GB,Fire OS 7,,,,8 GB,,,30 mm,,Sí,,,,,Sí
MLA1885190516,MLA,Amazon Fire Tv Stick 4k 2023 Wifi 6 2gb Ram Alexa Negro,279239042,MLA352001,110000.0,,ARS,2,True,active,False,True,Buenos Aires,Argentina,,Sin garantía,Amazon,,,,,16 mm,,Nuevo,,Fire TV Stick 4K,2 GB,Fire OS,,Sí,,8 GB,,53.6 g,38 mm,,Sí,,,,,Sí
MLA1117800874,MLA,Amazon Fire Tv Stick Lite Alexa Voice Conversor Smart Tv Hdm,77842811,MLA352001,86992.0,,ARS,6,True,active,False,True,Santa Fe,Argentina,,,Amazon,,,,,13 mm,,Nuevo,,Tv Stick Lite,1 GB,Fire OS,,Sí,,8 GB,,32 g,30 mm,,Sí,,,,,Sí
MLA1439908844,MLA,Amazon Fire Tv Stick 3ra Gen Full Hd Youtube Netflix Disney,250121682,MLA352001,79998.0,,ARS,10,True,active,True,True,Capital Federal,Argentina,6 meses,Garantía del vendedor,Amazon,,,,,12.6 mm,,Nuevo,,Fire TV Stick,1 GB,Fire OS 7,,,,8 GB,,,30 mm,,Sí,,,,,Sí
MLA1143429135,MLA,Amazon Fire Tv Stick Lite Full Hd Control Por Voz Smart + ,45059170,MLA352001,131999.0,,ARS,20,True,active,True,True,Buenos Aires,Argentina,6 meses,Garantía del vendedor,Amazon,,,,,13 mm,,Nuevo,,Fire TV Stick Lite,1 GB,Fire OS 7,,Sí,,8 GB,,32 g,30 mm,,Sí,,,,,Sí
MLA1434031785,MLA,Chromecast Google Ga03131 Tv Hd 8gb 2gb Ram 60 Fps Wifi Bluetooth Hdmi 4ta Gen Blanco,621229920,MLA352001,100485,,ARS,280,True,active,False,True,Santa Fe,Argentina,3 meses,Garantía del vendedor,Google,Blanco,,,,12.5 mm,,Nuevo,Google,GA03131,2 GB,Android TV,,Sí,,8 GB,,0.063 kg,61 mm,,Sí,,,,,Sí
MLA1425375959,MLA,Chromecast Google Tv Hd 8gb 2gb Ram 60 Fps Wifi Bluetooth Hd,148613909,MLA352001,106999,,ARS,364,True,active,False,True,Córdoba,Argentina,6 meses,Garantía del vendedor,Google,,,,,12.5 mm,,Nuevo,,GA03131,2 GB,Android TV,,Sí,,8 GB,,0.063 kg,61 mm,,Sí,,,,,Sí
